Name,Region,Population (rounded)*,Postcode,Ethnic Breakdown 2016,Median House Price (2020),Median House Price (2021),% Change,Median House Rent (per week),Median Apartment Price (2020),Median Apartment Rent (per week),Public Housing %,Avg. Years Held,Time to CBD (Public Transport) [Town Hall St],Time to CBD (Driving) [Town Hall St],Nearest Train Station,Highlights/Attractions,Ideal for,Traffic,Public Transport,Affordability (Rental),Affordability (Buying),Nature,Noise,Things to See/Do,Family-Friendliness,Pet Friendliness,Safety,Overall Rating,Review Link
Banksia,Southern Suburbs,"3,500",2216,"Australian 12.8%, English 10.8%, Macedonian 9.9%, Chinese 9.2%, Lebanese 5.2%","$1,050,000.00","$1,250,000.00",19.05%,$650.00,"$620,000.00",$450.00,0%,14.6,20 minutes,25 minutes,Banksia,,,0,0,0,0,0,0,0,0,0,0,0,
Birchgrove,Inner West,"3,500",2041,"English 30.7%, Australian 18.3%, Irish 12.8%, Scottish 8.8%, German 3.1%","$2,100,000.00","$2,800,000.00",33.33%,$950.00,"$1,300,000.00",$625.00,0%,11.3,20 minutes,12 minutes,"Rozelle Bay (Light Rail), Balmain Wharf",,,0,0,0,0,0,0,0,0,0,0,0,
Blackett,Western Suburbs,"3,500",2770,"Australian 25.1%, English 22.6%, Samoan 5.3%, Irish 5.3%, Scottish 4.4%","$460,000.00","$550,000.00",19.57%,$330.00,,$320.00,27%,12.3,80 minutes,45 minutes,Mount Druitt,,,0,0,0,0,0,0,0,0,0,0,0,
Chifley,Southern Suburbs,"3,500",2036,"Australian 20.6%, English 20.2%, Irish 10.4%, Chinese 5.6%, Scottish 4.9%","$1,700,000.00","$2,000,000.00",17.65%,"$1,000.00",,$490.00,15%,13.3,45 minutes,25 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Hammondville,Western Suburbs,"3,500",2170,"Australian 25.8%, English 22.5%, Scottish 6.2%, Irish 6.2%, Greek 3.0%","$745,000.00","$900,000.00",20.81%,$500.00,,$440.00,3%,12.6,60 minutes,45 minutes,Holsworthy,,,0,0,0,0,0,0,0,0,0,0,0,
Kareela,Sutherland Shire,"3,500",2232,"English 26.0%, Australian 23.6%, Irish 9.1%, Scottish 7.2%, Chinese 5.2%","$1,150,000.00","$1,400,000.00",21.74%,$755.00,,$570.00,0%,17.3,60 minutes,40 minutes,Jannali,,,0,0,0,0,0,0,0,0,0,0,0,
Kings Park,Western Suburbs,"3,500",2148,"Australian 26.5%, English 22.9%, Irish 7.9%, Scottish 5.5%, Italian 3.3%","$715,000.00","$860,000.00",20.28%,$455.00,,$355.00,1%,14,55 minutes,40 minutes,Marayong,,,0,0,0,0,0,0,0,0,0,0,0,
Miller,Western Suburbs,"3,500",2168,"Australian 18.0%, English 15.9%, Lebanese 10.8%, Vietnamese 6.5%, Irish 4.1%","$570,000.00","$690,000.00",21.05%,$400.00,,$330.00,44%,9.2,90 minutes,45 minutes,Liverpool,,,0,0,0,0,0,0,0,0,0,0,0,
Parklea,Western Suburbs,"3,500",2768,"Indian 14.4%, Australian 10.0%, English 9.6%, Filipino 5.4%, Chinese 3.4%","$890,000.00","$1,030,000.00",15.73%,$550.00,,$470.00,0%,7.8,70 minutes,40 minutes,Blacktown,,,0,0,0,0,0,0,0,0,0,0,0,
Queenscliff,Northern Beaches,"3,500",2096,"English 29.3%, Australian 18.8%, Irish 10.5%, Scottish 7.8%, Italian 3.7%","$2,600,000.00","$3,100,000.00",19.23%,$890.00,"$965,000.00",$670.00,0%,,55 minutes,35 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Riverview,Lower North Shore,"3,500",2066,"English 24.9%, Australian 22.4%, Irish 15.0%, Scottish 7.6%, Chinese 4.1%","$2,350,000.00","$2,800,000.00",19.15%,"$1,100.00",,,0%,13.4,50 minutes,20 minutes,Artarmon,,,0,0,0,0,0,0,0,0,0,0,0,
Shalvey,Western Suburbs,"3,500",2770,"Australian 26.7%, English 22.6%, Samoan 5.0%, Irish 4.5%, Scottish 3.9%","$510,000.00","$580,000.00",13.73%,$335.00,,,36%,14.4,90 minutes,50 minutes,Mount Druitt,,,0,0,0,0,0,0,0,0,0,0,0,
Camden,South West,"3,300",2570,"English 29.6%, Australian 27.0%, Irish 10.1%, Scottish 7.3%, German 2.9%","$700,000.00","$800,000.00",14.29%,$450.00,"$440,000.00",$400.00,7%,12.6,120 minutes,60 minutes,,,,0,0,0,0,0,0,0,0,0,0,0,
Prairiewood,Western Suburbs,"3,300",2176,"Assyrian 10.0%, Italian 9.9%, Vietnamese 9.0%, Chinese 7.5%, Australian 7.5%","$805,000.00","$910,000.00",13.04%,$510.00,,,15%,,80 minutes,50 minutes,Fairfield,,,0,0,0,0,0,0,0,0,0,0,0,
Birrong,Western Suburbs,"3,250",2143,"Vietnamese 17.6%, Chinese 12.9%, Australian 11.7%, Lebanese 10.3%, English 9.8%","$790,000.00","$1,000,000.00",26.58%,$500.00,,,6%,18.1,40 minutes,35 minutes,Birrong,,,0,0,0,0,0,0,0,0,0,0,0,
Brookvale,Northern Beaches,"3,250",2100,"English 22.6%, Australian 17.9%, Irish 7.6%, Scottish 6.0%, Chinese 5.6%","$1,250,000.00",,-100.00%,$790.00,"$780,000.00",$550.00,7%,,40 minutes,35 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Darlington,Sydney City,"3,250",2008,"Chinese 19.6%, English 18.6%, Australian 13.5%, Irish 8.7%, Scottish 6.5%","$1,450,000.00","$1,700,000.00",17.24%,$850.00,,$615.00,5%,9.7,12 minutes,10 minutes,Redfern,,,0,0,0,0,0,0,0,0,0,0,0,
East Hills,Western Suburbs,"3,250",2213,"Australian 24.2%, English 20.7%, Irish 6.8%, Chinese 4.9%, Scottish 4.4%","$900,000.00","$1,050,000.00",16.67%,$540.00,"$630,000.00",$470.00,12%,7.9,40 minutes,35 minutes,East Hills,,,0,0,0,0,0,0,0,0,0,0,0,
Galston,Northern Suburbs,"3,250",2159,"English 31.0%, Australian 25.3%, Irish 8.8%, Scottish 7.6%, Italian 5.0%","$1,250,000.00","$1,650,000.00",32.00%,$590.00,,,0%,12.3,100 minutes,45 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Kurrajong,Northern Suburbs,"3,250",2758,"English 30.8%, Australian 29.4%, Irish 8.5%, Scottish 7.3%, Maltese 3.5%","$950,000.00","$1,200,000.00",26.32%,$460.00,,,0%,9.5,115 minutes,70 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Oxley Park,Western Suburbs,"3,250",2760,"Australian 20.3%, English 19.7%, Irish 5.1%, Scottish 4.6%, Filipino 3.7%","$585,000.00","$750,000.00",28.21%,$380.00,"$495,000.00",$395.00,6%,9.9,90 minutes,50 minutes,St Marys,,,0,0,0,0,0,0,0,0,0,0,0,
Sadleir,Western Suburbs,"3,200",2168,"Australian 17.7%, English 15.1%, Lebanese 14.1%, Vietnamese 9.1%, Irish 4.3%","$580,000.00","$690,000.00",18.97%,$380.00,,,35%,12.9,90 minutes,45 minutes,Liverpool,,,0,0,0,0,0,0,0,0,0,0,0,
Yowie Bay,Sutherland Shire,"3,200",2228,"English 29.0%, Australian 26.9%, Irish 9.8%, Scottish 8.5%, Italian 3.6%","$1,800,000.00","$2,100,000.00",16.67%,$825.00,,,0%,9.3,70 minutes,40 minutes,Caringbah,,,0,0,0,0,0,0,0,0,0,0,0,
Pitt Town,Northern Suburbs,"3,100",2756,"Australian 31.6%, English 30.7%, Irish 9.1%, Scottish 7.3%, Maltese 3.2%","$1,100,000.00","$1,300,000.00",18.18%,$630.00,,,0%,8.2,120 minutes,60 minutes,Windsor,,,0,0,0,0,0,0,0,0,0,0,0,
Terrey Hills,Northern Suburbs,"3,100",2084,"English 30.9%, Australian 25.8%, Irish 7.7%, Scottish 7.5%, German 3.2%","$1,650,000.00","$2,200,000.00",33.33%,$950.00,,,0%,13.4,60 minutes,40 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Warrawee,Upper North Shore,"3,100",2074,"English 27.8%, Australian 19.8%, Chinese 8.9%, Scottish 8.1%, Irish 7.8%","$2,400,000.00","$3,200,000.00",33.33%,"$1,000.00","$955,000.00",$610.00,0%,13.7,40 minutes,30 minutes,Warrawee,,,0,0,0,0,0,0,0,0,0,0,0,
Wilberforce,Northern Suburbs,"3,100",2756,"Australian 32.3%, English 29.6%, Irish 8.4%, Scottish 5.7%, Maltese 5.0%","$780,000.00","$920,000.00",17.95%,$430.00,,,0%,13.1,150 minutes,70 minutes,Richmond,,,0,0,0,0,0,0,0,0,0,0,0,
Airds,South West,"3,000",2560,"Australian 31.1%, English 23.0%, Samoan 5.4%, Irish 4.7%, German 3.1%","$445,000.00","$550,000.00",23.60%,$370.00,,,87%,,,,,,,0,0,0,0,0,0,0,0,0,0,0,
Chiswick,Inner West,"3,000",2046,"English 17.6%, Australian 14.8%, Italian 11.7%, Chinese 8.4%, Irish 8.3%","$2,870,000.00",,-100.00%,"$1,300.00","$870,000.00",$600.00,1%,,30 minutes,15 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Davidson,Northern Suburbs,"3,000",2085,"English 32.1%, Australian 24.1%, Irish 9.1%, Scottish 7.6%, Chinese 2.8%","$1,550,000.00","$2,000,000.00",29.03%,"$1,000.00",,,0%,15,60 minutes,35 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Enfield,Inner West,"3,000",2136,"English 18.4%, Australian 17.0%, Vietnamese 6.5%, Indian 5.3%, Chinese 4.8%","$1,250,000.00","$1,650,000.00",32.00%,$600.00,"$635,000.00",$470.00,4%,16.2,45 minutes,25 minutes,Croydon,,,0,0,0,0,0,0,0,0,0,0,0,
Queens Park,Eastern Suburbs,"3,000",2022,"English 26.1%, Australian 20.3%, Irish 10.5%, Scottish 5.3%, Italian 3.3%","$2,700,000.00","$3,300,000.00",22.22%,"$1,400.00","$1,150,000.00",$690.00,3%,11.2,25 minutes,15 minutes,Bondi Junction,,,0,0,0,0,0,0,0,0,0,0,0,
Wheeler Heights,Northern Beaches,"3,000",2097,"English 31.0%, Australian 26.7%, Irish 9.0%, Scottish 8.0%, Italian 3.2%","$1,550,000.00","$2,100,000.00",35.48%,$800.00,,$575.00,0%,11.7,75 minutes,35 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Dharruk,Western Suburbs,"2,800",2770,"Australian 20.4%, English 19.6%, Samoan 5.0%, Irish 4.2%, Scottish 3.8%","$500,000.00","$650,000.00",30.00%,$370.00,,,11%,13.8,80 minutes,45 minutes,Mount Druitt,,,0,0,0,0,0,0,0,0,0,0,0,
Yarrawarrah,Sutherland Shire,"2,800",2233,"Australian 31.7%, English 31.0%, Irish 11.3%, Scottish 6.9%, German 2.8%","$1,000,000.00","$1,300,000.00",30.00%,,,,0%,15.7,60 minutes,50 minutes,Engadine,,,0,0,0,0,0,0,0,0,0,0,0,
Castle Cove,Lower North Shore,"2,750",2069,"English 19.8%, Australian 18.7%, Chinese 15.9%, Irish 7.9%, Scottish 6.5%","$2,500,000.00","$3,300,000.00",32.00%,"$1,100.00",,,0%,17.3,35 minutes,20 minutes,Roseville,,,0,0,0,0,0,0,0,0,0,0,0,
Claymore,South West,"2,750",2559,"Australian 20.7%, English 18.8%, Samoan 8.2%, Irish 4.1%, Scottish 3.0%","$685,000.00",,-100.00%,$500.00,,,87%,,95 minutes,50 minutes,Campbelltown,,,0,0,0,0,0,0,0,0,0,0,0,
Kearns,South West,"2,750",2558,"Australian 26.7%, English 23.7%, Irish 6.8%, Scottish 6.4%, Italian 4.4%","$650,000.00","$740,000.00",13.85%,$460.00,,,0%,13.2,75 minutes,50 minutes,Minto,,,0,0,0,0,0,0,0,0,0,0,0,
Lansvale,Western Suburbs,"2,750",2166,"Vietnamese 25.3%, Australian 12.4%, English 10.9%, Chinese 9.4%, Lebanese 4.5%","$725,000.00","$850,000.00",17.24%,$480.00,,,4%,15.3,90 minutes,45 minutes,Carramar,,,0,0,0,0,0,0,0,0,0,0,0,
Woodbine,South West,"2,750",2560,"Australian 21.8%, English 20.6%, Irish 6.3%, Scottish 4.6%, Lebanese 3.9%","$630,000.00","$700,000.00",11.11%,$400.00,,$320.00,0%,14.5,80 minutes,50 minutes,Leumeah,,,0,0,0,0,0,0,0,0,0,0,0,
Appin,South West,"2,700",2560,"Australian 34.5%, English 29.1%, Irish 7.5%, Scottish 6.5%, Italian 2.7%","$720,000.00","$800,000.00",11.11%,$475.00,,$390.00,2%,11.6,130 minutes,65 minutes,,,,0,0,0,0,0,0,0,0,0,0,0,
Bardwell Park,Southern Suburbs,"2,500",2207,"Greek 18.0%, English 14.1%, Australian 12.3%, Chinese 10.2%, Italian 5.5%","$1,150,000.00","$1,500,000.00",30.43%,$700.00,"$590,000.00",$450.00,0%,18,30 minutes,30 minutes,Bardwell Park,,,0,0,0,0,0,0,0,0,0,0,0,
Bardwell Valley,Southern Suburbs,"2,500",2207,"English 14.4%, Australian 14.0%, Lebanese 12.7%, Greek 8.4%, Irish 6.4%","$1,200,000.00","$1,400,000.00",16.67%,$620.00,,$590.00,2%,17.8,40 minutes,25 minutes,Banksia,,,0,0,0,0,0,0,0,0,0,0,0,
Bonnet Bay,Sutherland Shire,"2,500",2226,"English 28.2%, Australian 25.9%, Irish 10.3%, Scottish 9.2%, German 2.5%","$1,200,000.00","$1,500,000.00",25.00%,$800.00,,,0%,13,50 minutes,45 minutes,Jannali,,,0,0,0,0,0,0,0,0,0,0,0,
Cheltenham,North Shore,"2,500",2119,"English 23.0%, Australian 21.1%, Chinese 15.5%, Irish 7.6%, Scottish 7.4%","$1,550,000.00","$2,000,000.00",29.03%,$760.00,,,0%,14.5,45 minutes,25 minutes,Cheltenham,,,0,0,0,0,0,0,0,0,0,0,0,
Curl Curl,Northern Beaches,"2,500",2096,"English 28.8%, Australian 24.9%, Irish 10.7%, Scottish 8.0%, German 2.8%","$2,300,000.00","$3,000,000.00",30.43%,$980.00,"$1,300,000.00",$720.00,2%,13.2,65 minutes,35 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Kurnell,Sutherland Shire,"2,500",2231,"English 32.8%, Australian 30.6%, Irish 8.6%, Scottish 6.5%, Italian 2.3%","$1,200,000.00","$1,500,000.00",25.00%,$630.00,,$580.00,0%,15.3,85 minutes,45 minutes,Cronulla,,,0,0,0,0,0,0,0,0,0,0,0,
Rossmore,Western Suburbs,"2,500",2557,"Australian 17.6%, English 14.7%, Italian 12.9%, Lebanese 9.1%, Maltese 6.5%","$3,100,000.00","$3,600,000.00",16.13%,$590.00,,,0%,,120 minutes,60 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Turrella,Southern Suburbs,"2,500",2205,"Chinese 15.0%, Lebanese 12.1%, English 11.9%, Australian 11.3%, Irish 4.7%","$990,000.00","$1,450,000.00",46.46%,$620.00,"$680,000.00",$560.00,3%,13,30 minutes,30 minutes,Turrella,,,0,0,0,0,0,0,0,0,0,0,0,
Willmot,Western Suburbs,"2,500",2770,"Australian 25.2%, English 24.5%, Irish 5.2%, Samoan 5.1%, Scottish 5.0%","$430,000.00","$550,000.00",27.91%,$310.00,,,35%,8.8,90 minutes,50 minutes,Mount Druitt,,,0,0,0,0,0,0,0,0,0,0,0,
Edmondson Park,South West,"2,300",2174,"Indian 14.8%, Australian 11.7%, English 7.2%, Italian 6.3%, Chinese 4.8%","$800,000.00","$900,000.00",12.50%,$575.00,"$545,000.00",$390.00,3%,4.5,70 minutes,45 minutes,Edmonson Park,,,0,0,0,0,0,0,0,0,0,0,0,
Emerton,Western Suburbs,"2,300",2770,"Australian 22.7%, English 20.0%, Samoan 6.5%, Filipino 4.2%, Irish 4.1%","$470,000.00","$560,000.00",19.15%,$350.00,,,25%,13.3,80 minutes,45 minutes,Mount Druitt,,,0,0,0,0,0,0,0,0,0,0,0,
Woronora,Sutherland Shire,"2,300",2232,"English 28.9%, Australian 27.8%, Irish 10.3%, Scottish 6.6%, German 2.4%","$1,150,000.00","$1,350,000.00",17.39%,$700.00,,,0%,11.3,60 minutes,50 minutes,Sutherland,,,0,0,0,0,0,0,0,0,0,0,0,
Cobbitty,South West,"2,250",2570,"English 28.3%, Australian 27.4%, Irish 7.7%, Italian 6.1%, Scottish 5.8%","$735,000.00","$820,000.00",11.56%,$515.00,,,1%,7.2,150 minutes,60 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Milsons Point,Lower North Shore,"2,250",2061,"English 20.3%, Chinese 15.8%, Australian 9.7%, Irish 8.1%, Scottish 6.2%","$2,800,000.00","$3,000,000.00",7.14%,,"$1,450,000.00",$825.00,0%,,10 minutes,10 minutes,Milsons Point,,,0,0,0,0,0,0,0,0,0,0,0,
Longueville,Lower North Shore,"2,100",2066,"English 24.5%, Australian 22.3%, Irish 12.6%, Scottish 8.5%, Chinese 5.8%","$4,000,000.00","$4,500,000.00",12.50%,"$1,400.00",,,0%,11.3,35 minutes,20 minutes,Wollstonecraft,,,0,0,0,0,0,0,0,0,0,0,0,
Cabarita,Inner West,"2,000",2137,"English 20.5%, Australian 13.9%, Chinese 11.5%, Italian 10.4%, Irish 9.3%","$2,500,000.00","$2,650,000.00",6.00%,$920.00,"$1,700,000.00",$890.00,1%,12,45 minutes,25 minutes,North Strathfield,,,0,0,0,0,0,0,0,0,0,0,0,
Colebee,Western Suburbs,"2,000",2761,"Australian 15.3%, Indian 13.9%, English 13.4%, Filipino 12.0%, Chinese 5.5%","$920,000.00","$1,050,000.00",14.13%,$620.00,,,,,100 minutes,40 minutes,Blacktown,,,0,0,0,0,0,0,0,0,0,0,0,
Horsley Park,Western Suburbs,"2,000",2175,"Italian 24.9%, Maltese 16.2%, Australian 12.8%, English 9.0%, Assyrian 3.9%","$2,250,000.00","$2,800,000.00",24.44%,$480.00,,,2%,,90 minutes,40 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Luddenham,Western Suburbs,"2,000",2745,"Australian 24.9%, English 20.8%, Italian 10.8%, Maltese 6..7%, Scottish 4.9%","$1,600,000.00","$1,900,000.00",18.75%,$630.00,,,1%,,N/A,55 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Mulgoa,Western Suburbs,"2,000",2745,"Australian 25.9%, English 25.8%, Irish 8.1%, Scottish 6.1%, Maltese 5.6%","$975,000.00","$1,200,000.00",23.08%,$630.00,,$320.00,0%,,115 minutes,60 minutes,Penrith,,,0,0,0,0,0,0,0,0,0,0,0,
Oakville,Northern Suburbs,"2,000",2765,"English 27.1%, Australian 26.2%, Maltese 12.4%, Irish 6.9%, Scottish 6.1%","$1,950,000.00","$2,400,000.00",23.08%,$690.00,,,0%,,110 minutes,55 minutes,Windsor,,,0,0,0,0,0,0,0,0,0,0,0,
Orchard Hills,Western Suburbs,"2,000",2748,"Australian 20.9%, English 17.6%, Maltese 12.4%, Italian 8.6%, Irish 5.6%","$1,800,000.00","$1,950,000.00",8.33%,$590.00,,,0%,,120 minutes,50 minutes,St Marys,,,0,0,0,0,0,0,0,0,0,0,0,
Windsor,Northern Suburbs,"2,000",2756,"English 30.9%, Australian 28.9%, Irish 10.3%, Scottish 7.5%, German 2.8%","$640,000.00","$740,000.00",15.63%,$420.00,"$405,000.00",$330.00,7%,8.4,85 minutes,55 minutes,Windsor,,,0,0,0,0,0,0,0,0,0,0,0,
Clontarf,Northern Beaches,"1,800",2093,"English 31.0%, Australian 18.8%, Irish 9.4%, Scottish 8.1%, Italian 3.3%","$3,700,000.00",,-100.00%,"$1,450.00",,,0%,13.4,55 minutes,25 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Taren Point,Sutherland Shire,"1,800",2229,"English 24.2%, Australian 20.9%, Greek 9.3%, Scottish 6.5%, Irish 6.4%","$1,400,000.00","$1,800,000.00",28.57%,$920.00,"$990,000.00",,0%,22.7,55 minutes,30 minutes,Miranda,,,0,0,0,0,0,0,0,0,0,0,0,
Clemton Park,Southern Suburbs,"1,750",2206,"Greek 19.8%, Australian 12.7%, English 9.7%, Lebanese 8.4%, Chinese 7.6%","$1,150,000.00","$1,400,000.00",21.74%,$645.00,,$520.00,8%,,45 minutes,25 minutes,Kingsgrove,,,0,0,0,0,0,0,0,0,0,0,0,
Llandilo,Western Suburbs,"1,750",2747,"Australian 23.6%, Maltese 19.6%, English 17.9%, Italian 6.2%, Irish 4.8%","$740,000.00","$880,000.00",18.92%,$530.00,,,0%,,105 minutes,50 minutes,Penrith,,,0,0,0,0,0,0,0,0,0,0,0,
Melrose Park,North Shore,"1,750",2114,"Australian 18.8%, English 17.9%, Chinese 11.8%, Irish 11.2%, Scottish 6.6%","$1,500,000.00","$1,750,000.00",16.67%,$680.00,,,3%,12,50 minutes,30 minutes,West Ryde,,,0,0,0,0,0,0,0,0,0,0,0,
Palm Beach,Northern Beaches,"1,750",2108,"English 34.2%, Australian 21.2%, Scottish 11.1%, Irish 10.1%, German 3.1%","$3,400,000.00","$3,750,000.00",10.29%,"$1,080.00",,$750.00,0%,12.8,110 minutes,60 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Tamarama,Eastern Suburbs,"1,750",2026,"English 24.6%, Australian 16.0%, Irish 11.0%, Scottish 6.9%, Italian 4.2%","$5,000,000.00","$6,300,000.00",26.00%,"$1,800.00","$1,250,000.00",$920.00,1%,13.3,35 minutes,20 minutes,Bondi Junction,,,0,0,0,0,0,0,0,0,0,0,0,
Dolls Point,Southern Suburbs,"1,700",2219,"Australian 16.6%, English 15.9%, Greek 12.7%, Irish 6.2%, Italian 4.9%","$1,900,000.00",,-100.00%,,"$700,000.00",$460.00,1%,,50 minutes,25 minutes,Rockdale,,,0,0,0,0,0,0,0,0,0,0,0,
Wallacia,Western Suburbs,"1,700",2745,"Australian 28.3%, English 24.8%, Irish 7.0%, Maltese 6.8%, Scottish 5.7%","$765,000.00","$850,000.00",11.11%,$450.00,,,0%,20,115 minutes,60 minutes,Penrith,,,0,0,0,0,0,0,0,0,0,0,0,
Yennora,Western Suburbs,"1,700",2161,"Lebanese 13.1%, Australian 12.3%, English 8.9%, Vietnamese 8.8%, Chinese 7.3%","$710,000.00","$800,000.00",12.68%,$475.00,"$420,000.00",$445.00,28%,,45 minutes,35 minutes,Yennora,,,0,0,0,0,0,0,0,0,0,0,0,
Wareemba,Inner West,"1,600",2046,"Italian 22.6%, Australian 19.1%, English 18.9%, Irish 9.9%, Scottish 4.5%","$1,850,000.00","$2,100,000.00",13.51%,$750.00,,$600.00,1%,10.1,30 minutes,20 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Woodpark,Western Suburbs,"1,600",2164,"Australian 18.8%, Lebanese 15.5%, English 14.1%, Irish 4.1%, Italian 3.6%","$790,000.00","$880,000.00",11.39%,$520.00,,,0%,12.8,60 minutes,30 minutes,Merrylands,,,0,0,0,0,0,0,0,0,0,0,0,
Annangrove,Hills Shire,"1,500",2156,"English 29.8%, Australian 23.5%, Italian 8.2%, Irish 7.6%, Scottish 5.8%","$1,950,000.00",,-100.00%,$495.00,,,,,105 minutes,50 minutes,,,,0,0,0,0,0,0,0,0,0,0,0,
Lilli Pilli,Sutherland Shire,"1,500",2229,"English 33.0%, Australian 25.4%, Irish 11.4%, Scottish 6.4%, Italian 3.7%","$2,200,000.00","$2,700,000.00",22.73%,$900.00,,,0%,12.5,75 minutes,40 minutes,Caringbah,,,0,0,0,0,0,0,0,0,0,0,0,
Maraylya,Northern Suburbs,"1,500",2765,"Australian 29.6%, English 28.6%, Irish 7.9%, Scottish 7.2%, Maltese 6.1%","$1,800,000.00","$2,200,000.00",22.22%,$630.00,,,0%,,100 minutes,55 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Middle Cove,Lower North Shore,"1,500",2068,"English 24.8%, Australian 22.8%, Irish 9.8%, Chinese 8.5%, Scottish 6.6%","$1,900,000.00","$2,400,000.00",26.32%,"$1,050.00",,,0%,,40 minutes,15 minutes,Chatswood,,,0,0,0,0,0,0,0,0,0,0,0,
Millers Point,Sydney City,"1,500",2000,"English 20.1%, Australian 14.2%, Irish 8.5%, Chinese 6.8%, Scottish 5.6%","$2,800,000.00","$3,100,000.00",10.71%,"$1,250.00","$2,100,000.00",$950.00,0%,,10 minutes,10 minutes,Circular Quay,,,0,0,0,0,0,0,0,0,0,0,0,
Point Piper,Eastern Suburbs,"1,500",2027,"English 21.8%, Australian 15.4%, Irish 9.1%, Scottish 7.5%, Chinese 6.6%","$12,000,000.00","$15,000,000.00",25.00%,,"$2,400,000.00",$980.00,0%,,20 minutes,12 minutes,Edgecliff,,,0,0,0,0,0,0,0,0,0,0,0,
Rodd Point,Inner West,"1,500",2046,"Italian 19.9%, English 17.8%, Australian 17.1%, Chinese 7.6%, Irish 6.9%","$1,950,000.00","$2,400,000.00",23.08%,$865.00,,,0%,15.5,35 minutes,15 minutes,Ashfield,,,0,0,0,0,0,0,0,0,0,0,0,
Holroyd,Western Suburbs,"1,300",2142,"Indian 12.7%, Chinese 10.1%, Australian 9.1%, Afghan 8.7%, English 8.0%","$890,000.00","$1,100,000.00",23.60%,$600.00,,$440.00,0%,,55 minutes,30 minutes,Merrylands,,,0,0,0,0,0,0,0,0,0,0,0,
Sandringham,Southern Suburbs,"1,300",2219,"English 21.0%, Greek 15.4%, Australian 14.7%, Irish 8.6%, Scottish 4.1%","$1,700,000.00","$2,300,000.00",35.29%,$740.00,"$820,000.00",$510.00,0%,12.9,50 minutes,30 minutes,Kogarah,,,0,0,0,0,0,0,0,0,0,0,0,
Castlereagh,Western Suburbs,"1,250",2749,"Australian 25.7%, English 25.0%, Maltese 12.9%, Irish 7.4%, Scottish 5.8%","$1,750,000.00",,-100.00%,$700.00,,,0%,,120 minutes,60 minutes,Penrith,,,0,0,0,0,0,0,0,0,0,0,0,
Daceyville,Eastern Suburbs,"1,250",2032,"Australian 21.4%, English 19.1%, Irish 10.1%, Scottish 5.2%, Chinese 3.6%","$1,470,000.00","$1,900,000.00",29.25%,$750.00,,,69%,,40 minutes,15 minutes,Randwick (light rail),,,0,0,0,0,0,0,0,0,0,0,0,
Mount Lewis,Western Suburbs,"1,250",2190,"Lebanese 39.2%, Australian 11.5%, English 5.8%, Greek 5.8%, Syrian 4.5%","$1,000,000.00","$1,100,000.00",10.00%,$550.00,,,16%,,50 minutes,30 minutes,Punchbowl,,,0,0,0,0,0,0,0,0,0,0,0,
Mount Vernon,Western Suburbs,"1,250",2178,"Italian 22.2%, Australian 12.4%, English 9.6%, Maltese 9.4%, Assyrian 4.9%","$1,900,000.00","$2,200,000.00",15.79%,,,,0%,,115 minutes,50 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Sydenham,Inner West,"1,250",2044,"Australian 12.5%, English 12.5%, Indian 8.4%, Italian 7.4%, Maltese 5.0%","$1,300,000.00","$1,600,000.00",23.08%,$740.00,"$670,000.00",$470.00,0%,14.8,15 minutes,20 minutes,Sydenham,,,0,0,0,0,0,0,0,0,0,0,0,
Ramsgate,Southern Suburbs,"1,200",2217,"English 17.6%, Australian 17.1%, Greek 10.6%, Irish 5.5%, Scottish 4.8%","$1,300,000.00","$1,450,000.00",11.54%,$650.00,"$680,000.00",$550.00,0%,13.9,50 minutes,30 minutes,Kogarah,,,0,0,0,0,0,0,0,0,0,0,0,
Kyle Bay,Southern Suburbs,"1,100",2221,"Australian 16.2%, Greek 13.2%, English 13.1%, Chinese 10.6%, Lebanese 5.1%","$1,900,000.00","$2,300,000.00",21.05%,,,,0%,,50 minutes,30 minutes,Hurstville,,,0,0,0,0,0,0,0,0,0,0,0,
